SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2 years,tenure_group_2-4 years,tenure_group_4-5 years,tenure_group_5+ years,MonthlyChargeLevel_Medium,MonthlyChargeLevel_High,MonthlyChargeLevel_Very High
0,1,0,1.3625657032849199,1,0,0.7972069371125095,1.580726943013828,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
0,0,0,-1.163896992279451,1,1,0.6859333088329173,-0.8626850200407646,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,1,1,1.5255632965471373,1,1,0.47335085480623307,1.5074426030603496,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,0,0,-0.9601500007016792,1,0,-0.34708455370300045,-0.7944987211275284,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,1,1.607062093178246,1,0,1.3652006814650555,2.3536954414256877,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True
0,1,1,0.7105753302360499,1,0,1.2854822612050492,1.2170300582851865,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
0,1,0,0.7513247285516043,1,1,1.0430053995808628,1.146712250833573,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True
1,1,1,1.2810669066538112,1,1,-1.348547208219332,-0.3310164727620818,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0,0,-1.0008993990172337,1,1,0.7158277164304193,-0.7261146533808344,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
1,0,0,-0.26741022933725495,1,1,0.6909157100991673,-0.04754781147276541,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,1,-1.2861451872261143,1,1,-1.4598208364989242,-1.0023757394063604,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,1,-1.0823981956483424,1,0,-1.5096448491614283,-0.9576140601004427,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,-0.8379018057550162,0,1,-0.46666218409300997,-0.7454081018003708,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,1.5663126948626918,1,0,-1.4996800466289273,-0.4053116311976771,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False
0,1,1,-1.041648797332788,0,0,-0.204255717403822,-0.806958157635361,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
1,1,0,-0.6341548141772443,1,1,0.9898597860741917,-0.32431430673934986,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0,0,0,-1.0008993990172337,1,0,0.35211242399413967,-0.7762600398197662,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,1,0,1.5663126948626918,1,0,0.7623301282487567,1.7858571719390812,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,1,0,0.14008375381828872,0,0,-0.9848319157830522,-0.4324059613813768,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,0,0,-1.2861451872261143,1,0,-1.4930368449405937,-1.0028152257029328,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,1,-0.38965842428391806,1,0,-1.3252960023101632,-0.7429030299099071,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
0,0,0,-0.715653610808353,1,1,-1.2837759917580764,-0.8452374140668332,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
1,1,0,0.6290765336049412,1,0,1.742202377278003,1.378695092479411,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1,1,0,1.5663126948626918,1,1,1.041344599158779,1.9623548686426304,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
0,0,0,-1.2453957889105598,1,0,0.13122596785703866,-0.9589984419346463,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0,0,-1.2861451872261143,1,1,0.1494947724999567,-0.9810826283374187,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1,0,0,-0.6749042124927986,1,1,0.9782341831196075,-0.34747523456872503,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1,1,0,-0.43040782259947247,1,1,0.8221189434437615,-0.15950694552463107,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0,0,0.34383074539606057,1,0,-1.494697645362677,-0.6555111798364489,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
0,1,0,1.1180693133915935,1,1,-0.1212156962996486,0.6435663642024506,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
0,1,0,1.1180693133915935,0,1,-0.15941410600756833,0.56278878289241,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0,1,1,1.607062093178246,1,0,-1.3369216052647475,-0.1945779519911233,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False
0,1,0,1.0773199150760393,1,1,0.9881989856521083,1.4484635420603087,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0,0,0,-0.4711572209150268,1,1,1.1343494227954536,-0.15181593533461085,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0,1,1,1.4848138982315828,1,1,0.4716900543841497,1.3706744675669613,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
0,1,0,0.058584957187179994,1,1,1.0845254101329496,0.39804734462217706,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0,1,0,-0.022913839443928746,1,0,0.18271078094162607,-0.04398797247052753,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0.26233194876495186,1,0,-0.46334058324884325,-0.10364823723025574,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
1,0,0,-0.022913839443928746,1,0,-1.501340847051011,-0.7533408294535059,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,1,0,-1.2046463905950056,1,1,-1.476428840719759,-0.9891472018795255,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,-1.2861451872261143,1,0,0.19101478305204342,-0.980533270466703,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,-1.2453957889105598,1,1,-0.529772600132182,-0.971589724331451,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,0,-0.5526560175461356,1,0,-0.22584612289090705,-0.5522538744567204,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False
0,0,0,0.34383074539606057,1,1,-1.5030016474730943,-0.656983458929967,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
0,1,0,0.9550717201293761,1,1,0.9350533721454375,1.2974121019283118,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
0,0,1,-0.8786512040705705,1,0,-1.49137604451851,-0.914346634202872,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,1,0,0.3845801437116149,1,1,1.004806989872943,0.7284531423854452,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,1,1,0.7513247285516043,1,0,0.6809509075666667,0.9317595031799223,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,False
0,1,1,0.6290765336049412,1,0,1.5545319295825708,1.3807826523881308,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,True
0,1,0,-0.2266608310217006,1,0,0.5264964683129039,-0.042845308099438845,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-0.5526560175461356,1,1,-1.5046624478951778,-0.8417654723239097,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False
0,1,1,-1.2453957889105598,1,0,0.8304229455541787,-0.9281025552855937,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,0,0,1.5663126948626918,1,0,1.3535750785104714,2.2330344787016854,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,True
0,0,0,-0.715653610808353,0,1,-1.1725023634784841,-0.8190220564762786,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1,0,0,0.22158255044939748,1,1,1.1476358261721211,0.6295247770269567,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True
0,0,0,0.7513247285516043,1,0,0.4982628611374851,0.8528277643154866,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
1,1,0,0.832823525182713,1,1,1.0247365949379443,1.1929462092330088,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,True
0,1,0,1.3218163049693654,1,0,0.8221189434437615,1.5240332107559647,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
0,0,0,-1.2861451872261143,1,0,0.35875562568247366,-0.9783138646690114,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,-0.1044126360750375,1,0,0.32055721597455417,0.0029711383182529825,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False
0,0,0,-1.041648797332788,1,0,-0.11955489587756522,-0.8187363903835063,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,0,-0.30815962765280935,1,0,-0.36203175750175154,-0.4082122407550561,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,1,0,1.607062093178246,1,1,1.1808518346137906,2.2076541450746183,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True
0,1,1,1.4848138982315828,1,0,0.7274533193850039,1.7105951436510265,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,1,1,0.9143223218138218,1,0,-1.4847328428301763,-0.537399237632567,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
0,0,1,-1.1231475939638966,1,0,-1.4830720424080928,-0.9580095977673581,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,-1.0008993990172337,1,0,0.6477348991249973,-0.7204013315253908,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,-0.9601500007016792,1,1,0.42020524129956227,-0.6977677872519027,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0.3030813470805062,1,1,1.3618790806208887,0.8248324872238126,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,True
0,0,0,-1.163896992279451,1,1,-0.30224294230674675,-0.9068094442166521,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0,1,0,-0.6341548141772443,1,0,-1.516288050849762,-0.8767046329014301,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False
0,1,1,1.5255632965471373,1,1,0.8354053468204293,1.7294710800888187,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True
0,0,0,0.09933435550273437,1,1,-0.09630368996839657,-0.09041969970342101,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
0,0,0,0.26233194876495186,1,0,0.3404868210395556,0.31458889690304337,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,1,0,1.158818711707148,1,0,1.142653424905871,1.6005258006744225,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0,0.9550717201293761,1,0,-0.40853416932008857,0.3154898438110171,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False
0,0,0,-1.2861451872261143,1,0,-1.4863936432522598,-1.0027273284436184,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,0,0.7105753302360499,1,1,1.3303238726013027,1.2575726691440072,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True
0,1,0,0.09933435550273437,1,1,0.3388260206174722,0.12057767128107628,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,0,0,0.01783555887162562,1,1,0.6095364894170773,0.20041035705348612,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
0,1,1,0.832823525182713,1,0,-0.028210872662974222,0.5228614528487907,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0,1,0,-1.2861451872261143,1,1,-0.32217254737174844,-0.9873233337487493,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,1.1995681100227022,1,1,1.207424641367126,1.6976742465317922,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
0,1,1,1.607062093178246,1,0,-1.3369216052647475,-0.23391197553436952,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0,0,-0.6749042124927986,1,1,0.7789381324695913,-0.3866334635933423,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0,1,1,0.3845801437116149,1,0,1.066256605490031,0.7536796558087115,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,False,True
0,0,0,-1.0008993990172337,0,1,-1.1874495672772354,-0.9118855109420655,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,1,-0.6749042124927986,1,1,0.8121541409112607,-0.3830516502762757,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0,1,0,-0.26741022933725495,1,0,0.47501165522831645,-0.12571044931819944,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,0.506828338658278,1,0,-1.338582405686831,-0.49551619356919985,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,0,-0.5119066192305812,1,0,-1.5113056495835118,-0.8344480254859762,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False
0,0,0,0.34383074539606057,1,1,0.3072708125978862,0.3459901927931544,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
1,0,0,-0.8379018057550162,0,1,-1.1841279664330684,-0.8440947496957444,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,1,1,-0.6341548141772443,1,0,0.7722949307812573,-0.3696912668604691,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,0,0,0.8735729234982674,1,0,-1.494697645362677,-0.5063715050945425,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
0,1,1,-0.7971524074394618,1,1,-1.4996800466289273,-0.9008763792129222,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
0,0,0,-1.2861451872261143,1,0,-0.6543326317884421,-0.9917181967144751,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,1,-1.0823981956483424,1,1,-1.4814112419860093,-0.9643382004380033,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
0,0,0,-1.2046463905950056,1,1,-0.15775330558548495,-0.9366945123835878,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,1,0.832823525182713,1,1,0.9151237670804355,1.0888758542046209,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
0,0,0,1.607062093178246,1,1,1.2057638409450426,2.179592945038459,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,0,0,0.26233194876495186,1,0,-1.4897152440964267,-0.6486112449802592,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False
0,1,0,-0.9601500007016792,1,1,0.48995885902706776,-0.6736180152552393,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,-1.1231475939638966,1,1,1.0380229983146123,-0.7864121732705929,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,1,1,1.5255632965471373,1,0,0.4882980586049844,1.5124747211561056,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
0,1,0,-1.2861451872261143,1,1,0.13786916954537262,-0.981236448541219,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,1,0,1.607062093178246,1,0,0.5696772792870745,1.5304936593155816,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,1,0,-0.9601500007016792,1,1,0.13122596785703866,-0.7506379887295845,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,0,-0.5934054158616899,1,1,-1.5096448491614283,-0.8405568850083351,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
1,0,0,-0.7971524074394618,1,1,-0.16937890854006926,-0.6651579040462171,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
0,0,0,-1.0823981956483424,1,0,-0.6726014364313602,-0.8925481138928717,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0,0,1.5255632965471373,0,1,-0.6775838376976105,0.332388091914233,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
0,0,0,-1.163896992279451,1,0,0.34380842188372235,-0.8630366090780228,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,-0.6749042124927986,1,1,-1.5046624478951778,-0.8611468180027606,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
0,0,0,-0.8786512040705705,1,1,-0.12453729714381558,-0.690823903766056,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
0,1,0,-1.2861451872261143,0,1,-1.1675199622122336,-0.9985082599965217,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,0,-1.2861451872261143,0,1,-0.9881535166272192,-0.9961350339950297,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,1.2403175083382567,1,1,0.7208101176966699,1.3218255657029188,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,0,0,-0.8786512040705705,1,1,0.36207722652664087,-0.6308559985987269,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,1.607062093178246,1,1,1.4299718979263107,2.4192667968743176,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True
0,0,0,-0.14516203439059186,1,1,-0.207577318247989,-0.2661702697027971,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
0,0,1,-1.2861451872261143,1,0,0.4534212497412316,-0.9770613287237795,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0,0.09933435550273437,1,1,-0.17934371107257,-0.09094708325930803,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
0,0,0,-1.1231475939638966,1,0,-1.313670399355579,-0.9524061474860577,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,1,0,-0.715653610808353,1,1,1.0463270004250296,-0.3997521295460339,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0,1,1,0.506828338658278,1,1,0.6427524978587467,0.6839331805426426,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
0,1,0,-1.163896992279451,1,0,-1.4780896411418423,-0.9768855342051505,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,1.607062093178246,1,0,-1.3153311997776624,-0.21644239524560932,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
0,1,1,-1.2046463905950056,1,0,-1.5063232483172613,-0.984972082062086,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,0.8735729234982674,1,1,-1.4780896411418423,-0.5564509685889885,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
0,0,0,-1.2453957889105598,1,0,0.18935398262996006,-0.9497912040214508,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,0,0,1.2403175083382567,1,1,0.22921319275996338,0.9569200936587027,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,0,0,-1.2861451872261143,1,0,-1.463142437343091,-1.0024196880360177,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,-0.1859114327061462,1,0,-0.3553885558134178,-0.3320492655590274,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1,1,0,1.607062093178246,1,0,0.41024043876706107,1.3599510019305905,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False
0,0,0,-0.715653610808353,1,0,1.0197541936716943,-0.37388836099273737,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
0,0,0,1.4848138982315828,1,1,1.4964039148096495,2.254085872307512,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,True
1,1,0,1.5663126948626918,1,1,1.4117030932833927,2.378372596978238,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
0,0,1,0.7513247285516043,1,0,-0.5696318102621851,0.024132403498222918,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,1,1,-0.9601500007016792,1,0,-1.5030016474730943,-0.9190491375761985,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0,1,0,1.5663126948626918,1,1,0.9383749729896043,1.9195049547268035,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
